,athlete_id,name,born_date,died_date,born_city,born_country,born_region,height_cm,weight_kg,NOC
86704,87397,Valery Nikolayevich Ivannikov,1967-01-28,,Chelyabinsk,(RUS),Chelyabinsk,176.0,85.0,(RUS)
86705,87398,Andrey Vladlenovich Ivanov,1973-04-12,,Krasnoyarsk,(RUS),Krasnoyarsk Kray,173.0,70.0,(RUS)
86706,87399,Eduard Georgiyevich Ivanov,1938-04-25,2012-01-15,,,,176.0,83.0,(RUS)
86707,87400,Igor Ivanov,1970-10-26,,,,,180.0,86.0,(RUS)
86708,87401,Yordan Ivanov Ivanov,1966-08-16,,,,,,,
86709,87402,Nikolay Ivanov,1971-04-21,,Kokshetau,(KAZ),Aqmola,177.0,77.0,(KAZ)
86710,87403,Vladimir Sergeyevich Ivanov,1949-04-28,,Izhevsk,(RUS),Udmurtskaya Respublika,172.0,,(RUS)
86711,87404,Yavor Ivanov,1964-04-22,,Sofia,(BUL),Sofia Grad,170.0,57.0,(BUL)
86712,87405,Yury Mikhaylovich Ivanov,1952-07-09,,Sortavala,(RUS),Respublika Kareliya,170.0,66.0,(RUS)
86713,87406,Milush Ivanchev,1954-08-09,,Dorkovo,(BUL),Pazardzhik,184.0,81.0,(BUL)
86714,87407,Lars-Göran Ivarsson,1963-10-21,,Västerås,(SWE),Västmanland,177.0,85.0,(SWE)
86715,87408,Bjarne William Iversen,1912-10-02,1999-09-07,Vestre Aker,(NOR),Oslo,,,(NOR)
86716,87409,Ole Christian Iversen,1946-08-01,,Lillehammer,(NOR),Innlandet,177.0,64.0,(NOR)
86717,87410,"James ""Clay"" Ives",1972-09-05,,Bancroft,(CAN),Ontario,175.0,80.0,(CAN)
86718,87411,Koji Iwamoto,1942-01-22,,,,,172.0,67.0,(CHN)
86719,87412,Takeshi Iwamoto,1949-06-09,,,,,170.0,72.0,(JPN)
86720,87413,Yuji Iwaoka,1933-09-28,,,,,172.0,65.0,(JPN)
86721,87414,Saburo Iwasaki,1904-10-11,1982-11-10,,,,160.0,62.0,(JPN)
86722,87415,Naomine Iwaya,1960-12-10,,,,,176.0,74.0,(JPN)
86723,87416,Joseph Gabriel Pierre Izard,1901-09-28,1971-10-21,Bagnères-de-Luchon,(FRA),Haute-Garonne,176.0,,(FRA)
86724,87417,Brahim Izdag,1966-05-02,,,,,,,
86725,87418,Marius Jaccard,1898-03-27,1978-01-19,,,,,,(SUI)
86726,87419,Leszek Jachna,1958-05-09,,Nowy Targ,(POL),Małopolskie,180.0,73.0,(POL)
86727,87420,Philip Jacklin,1952-09-20,,,,,,,
86728,87421,"Donald George ""Don"" Jackson",1940-04-02,,Oshawa,(CAN),Ontario,,,(CAN)
86729,87422,Matthias Jacob,1960-04-02,,Ohrdruf,(GER),Thüringen,179.0,70.0,(GER)
86730,87423,Thomas Jacob,1965-11-11,,,,,183.0,77.0,(GER)
86731,87424,"Thomas Michael ""Tom"" Jacobs",1926-08-14,2014-04-10,Montréal,(CAN),Québec,183.0,,(CAN)
86732,87425,Tommy Jakobsen,1970-12-10,,Oslo,(NOR),Oslo,173.0,83.0,(NOR)
86733,87426,Pierre Henri Alfred Jacomis,1910-07-09,2004-06-17,Laveissiere,(FRA),Cantal,,,(FRA)
86734,87427,Francis Jacot,1956-03-30,,,,,170.0,63.0,
86735,87428,"Donald C. Jacques, Jr.",1934-05-10,1983-12-04,Lake Placid,(USA),New York,,,(USA)
86736,87429,Ernest Jacquet,1886-09-25,1969-09-30,Lausanne,(SUI),Vaud,,,(SUI)
86737,87430,Jegar Seong-Ryeol,1970-03-24,,,,,173.0,70.0,(KOR)
86738,87431,Carl Gustav Jaenecke,1908-05-22,1985-05-30,Berlin,(GER),Berlin,,,(GER)
86739,87432,Irving Warren Jaffee,1906-09-15,1981-03-20,New York,(USA),New York,,,(USA)
86740,87433,Finn Christian Jagge,1966-04-04,2020-07-08,Oslo,(NOR),Oslo,178.0,89.0,(NOR)
86741,87434,Hans-Gert Jahn,1945-08-21,,,,,183.0,72.0,(GER)
86742,87435,Ludwig Jahn,1959-06-27,,Brandenburg an der Havel,(GER),Brandenburg,177.0,88.0,(GER)
86743,87437,Kordian Klaudiusz Jajszczok,1950-09-04,,Świętochłowice,(POL),Śląskie,173.0,74.0,(POL)
86744,87438,László Jakabházy,1938-11-14,,Budapest,(HUN),Budapest,,,(HUN)
86745,87439,Daníel Jakobsson,1973-08-17,,,,,182.0,72.0,
86746,87440,Klas Alfred Menotti Jakobsson,1892-07-07,1970-12-26,Stockholm,(SWE),Stockholm,,,(SWE)
86747,87441,Steinþór Jakobsson,1931-11-07,1996-03-19,Ísafjörður,(ISL),Vestfirðir,,,(ISL)
86748,87442,Jan Torsten Jakobsson,1957-07-05,,Sollefteå,(SWE),Västernorrland,180.0,72.0,(SWE)
86749,87443,Walter Andreas Jakobsson,1882-02-06,1957-06-10,Helsinki,(FIN),Uusimaa,174.0,73.0,(FIN)
86750,87444,Albin Jakopič,1912-02-03,1947-01-18,Mojstrana,(SLO),Kranjska Gora,164.0,64.0,(SLO)
86751,87445,Avgust Jakopič,1913-07-11,,Bled,(SLO),Bled,163.0,63.0,(SLO)
86752,87446,Blaž Jakopič,1945-11-01,,Bled,(SLO),Bled,171.0,68.0,(SLO)
86753,87447,Bogdan Jakopič,1948-01-18,,Ljubljana,(SLO),Ljubljana,,,(SLO)
86754,87448,Franjo Jakovac,1961-01-24,,Mrkopalj,(CRO),Primorsko-goranska županija,172.0,70.0,(CRO)
86755,87449,Peter Jaks,1966-05-04,2011-10-05,Frýdek-Místek,(CZE),Moravskoslezský kraj,184.0,100.0,(CZE)
86756,87450,Büjiin Jalbaa,1942-07-15,,Tsagaan-Üür sum,(MGL),Khövsgöl,164.0,64.0,(MGL)
86757,87451,Kalle Jalkanen,1907-05-10,1941-09-05,Suonenjoki,(FIN),Pohjois-Savo,173.0,,(FIN)
86758,87452,Risto Uolevi Jalo,1962-07-18,,Humppila,(FIN),Kanta-Häme,180.0,,(FIN)
86759,87453,Admir Jamak,1970-10-02,,,,,,,
86760,87454,Hans Jamnig,1912-06-01,1991-02-02,Innsbruck,(AUT),Tirol,,,(AUT)
86761,87455,Ivo Jan,1942-04-10,,Jesenice,(SLO),Jesenice,169.0,68.0,(SLO)
86762,87456,"Bogomir ""Bogo"" Jan",1944-02-20,2018-03-10,Jesenice,(SLO),Jesenice,170.0,73.0,(SLO)
86763,87457,Andreas Janc,1938-02-01,2018-11-30,Zabreznica,(SLO),Žirovnica,177.0,72.0,(SLO)
86764,87458,Andrzej Jańczy,1954-07-14,,Nowy Targ,(POL),Małopolskie,170.0,73.0,(POL)
86765,87459,Jaroslav Janda,1942-10-17,,Jablonec nad Nisou,(CZE),Liberecký kraj,169.0,68.0,(CZE)
86766,87460,Otakar Janecký,1960-12-26,,Pardubice,(CZE),Pardubický kraj,180.0,83.0,(CZE)
86767,87461,"Harald ""Halle"" Janemar (Jansson-)",1920-05-04,2016-02-14,,,,,,(SWE)
86768,87462,Jang Dong-Lin,1968-04-17,,,,,175.0,72.0,(KOR)
86769,87463,Axel Jang,1968-12-28,,Werdau,(GER),Sachsen,182.0,88.0,(GER)
86770,87464,Szymon Janiczko,1930-01-09,,Krynica-Zdrój,(POL),Małopolskie,167.0,69.0,(POL)
86771,87465,Henryk Janiszewski,1949-02-20,,Katowice,(POL),Śląskie,180.0,82.0,(POL)
86772,87466,Tadeusz Jankowski,1930-04-20,2022-05-24,Jabłonki,(POL),Małopolskie,162.0,62.0,(POL)
86773,87467,Craig Harlan Janney,1967-09-26,,Hartford,(USA),Connecticut,185.0,89.0,(USA)
86774,87468,Branislav Jánoš,1971-01-08,,Trenčín,(SVK),Trenčín,174.0,81.0,(SVK)
86775,87469,Mark Michael Janoschak,1968-12-02,,Bramalea,(CAN),Ontario,177.0,73.0,(CAN)
86776,87470,Janko Janša,1900-07-19,,Mojstrana,(SLO),Kranjska Gora,,,(SLO)
86777,87471,Joško Janša,1900-12-16,,Mojstrana,(SLO),Kranjska Gora,168.0,67.0,(SLO)
86778,87472,Birger Jansen,1948-01-07,2016-11-06,Bærum,(NOR),Viken,180.0,82.0,(NOR)
86779,87473,"Daniel Ervin ""Dan"" Jansen",1965-06-17,,Milwaukee,(USA),Wisconsin,183.0,88.0,(USA)
86780,87474,Roy Jansen,1950-05-06,,Oslo,(NOR),Oslo,175.0,69.0,(NOR)
86781,87475,"Ulrich ""Ulli"" Jansen",1931-06-05,2006-07-19,Krefeld,(GER),Nordrhein-Westfalen,169.0,76.0,(GER)
86782,87476,Dans Jansons,1966-05-21,,Jelgava,(LAT),Jelgava,181.0,74.0,(LAT)
86783,87477,Jan Petrus Leonardus Janssen,1952-10-17,,Chicago Heights,(USA),Illinois,183.0,79.0,(USA)
86784,87478,"Albin Theodor ""Abbe"" Jansson",1897-10-09,1985-03-22,Stockholm,(SWE),Stockholm,,,(SWE)
86785,87479,Bernt Ronny Jansson,1950-06-26,2020-01-27,Lidköping,(SWE),Västra Götaland,174.0,78.0,(SWE)
86786,87480,Gustav Harry Jansson (-Jangneus),1916-06-04,2002-03-11,Stockholm,(SWE),Stockholm,,,(SWE)
86787,87481,Sigurd Peter Jansson,1955-06-04,,Gävle,(SWE),Gävleborg,190.0,86.0,(SWE)
86788,87482,Jacques Jany,1896-01-01,,,,,,,
86789,87483,"William Francis Stuart ""Frank"" Jardine",1924-03-20,1999-10-22,Glasgow,(GBR),Scotland,,,(GBR)
86790,87484,"David S. ""Dave"" Jareckie",1967-07-25,,,,,183.0,79.0,(MEX)
86791,87485,Zdeněk Jarkovský,1918-10-03,1948-11-08,Želiv,(CZE),Vysočina,,,(CZE)
86792,87486,Øystein Jarlsbo,1961-03-07,,Oslo,(NOR),Oslo,181.0,83.0,(NOR)
86793,87487,Paweł Julian Jaroszek,1972-01-07,,Pionki,(POL),Mazowieckie,185.0,82.0,(POL)
86794,87488,"John David ""Dave"" Jarrett",1970-11-18,,Denver,(USA),Colorado,170.0,60.0,(USA)
86795,87489,Milan Jarý,1952-04-30,,Rokytnice nad Jizerou,(CZE),Liberecký kraj,176.0,71.0,(CZE)
86796,87490,Gintaras Jasinskas,1968-01-28,,,,,,,(LTU)
86797,87491,Tomasz Tadeusz Jasiński,1916-12-29,1998-03-23,Bielsko,(POL),Śląskie,,,(POL)
86798,87492,Mieczysław Stanisław Jaskierski,1950-12-17,,Nowy Targ,(POL),Małopolskie,178.0,77.0,(POL)
86799,87493,"Matthew James ""Matt"" Jasper",1972-09-12,,Long Eaton,(GBR),England,165.0,72.0,(GBR)
86800,87494,Juris Jaudzems,1963-02-23,,Jēkabpils,(LAT),Jēkabpils,183.0,90.0,(LAT)
86801,87495,Bohumil Jauris,1933-08-30,,,,,,,
86802,87496,Jean-Denis Jaussaud,1962-02-18,,,,,,,
86803,87497,Arto Kalevi Javanainen,1959-04-08,2011-01-25,Pori,(FIN),Satakunta,183.0,,(FIN)
86804,87498,Claude Jules Robert Jean-Prost,1936-11-20,2018-01-07,Prémanon,(FRA),Jura,,,(FRA)
86805,87499,Nicolas Jean-Prost,1967-05-01,,Le Sentier,(SUI),Vaud,177.0,64.0,(SUI)
86806,87500,René Rudolf Jeandel,1924-07-11,2018-01-08,Bern,(SUI),Bern,,,(SUI)
86807,87501,Walter Jeandel,1918-04-25,2012-04-04,Versoix,(SUI),Genève,,,(SUI)
86808,87502,Roland Jeannerod,1945-11-21,,,,,185.0,78.0,
86809,87503,Richard Robert Jeffery,1917-11-24,1953-10-09,Bedfordshire,(GBR),England,,,(GBR)
86810,87504,Erwin Jehle,1923-03-12,2004-06-22,,,,,,
86811,87505,"Rudolf ""Rudi"" Jeklic",1965-11-05,,Inzell,(GER),Bayern,180.0,70.0,(GER)
86812,87506,Dejan Jekovec,1974-08-22,,Tržič,(SLO),Tržič,,,(SLO)
86813,87507,"Maksimilijan ""Maksi"" Jelenc",1951-05-26,,Kranj,(SLO),Kranj,,,(SLO)
86814,87508,Otto John Jelinek,1940-05-20,,,,,,,(CZE)
86815,87509,Tomáš Jelínek,1962-04-29,,,,,175.0,86.0,(CZE)
86816,87510,Gregor Jelonek,1968-09-16,,Montréal,(CAN),Québec,183.0,77.0,(CAN)
86817,87511,Tomaž Jemc,1964-03-02,,Bled,(SLO),Bled,181.0,77.0,(SLO)
86818,87512,Marko Jemec,1963-08-03,,Ljubljana,(SLO),Ljubljana,,,(SLO)
86819,87513,Božo Jemc,1940-03-10,,Bled,(SLO),Bled,,,(SLO)
86820,87514,Ján Jendek,1931-07-05,2002-12-07,Bratislava,(SVK),Bratislava,,,(SVK)
86821,87515,Dezideriu Szilard Jenei,1960-06-25,,Cluj-Napoca,(ROU),Cluj,174.0,72.0,(ROU)
86822,87516,Zoltán Dionys Avrad Jeney,1910-05-13,1989-01-07,Budapest,(HUN),Budapest,,,(HUN)
86823,87517,David Wilkinson Jenkins,1936-06-29,,Akron,(USA),Ohio,,,(USA)
86824,87518,Hayes Alan Jenkins,1933-03-23,,Akron,(USA),Ohio,,,(USA)
86825,87519,Ian Roger Jenkins,1962-05-18,,Bristol,(GBR),England,182.0,77.0,(GBR)
86826,87520,John Jenkins,1970-07-24,,Nairobi,(KEN),Nairobi,180.0,81.0,(KEN)
86827,87521,"Heinz ""Heini"" Jenni",1951-07-25,1992-10-08,Thun,(SUI),Bern,175.0,82.0,(SUI)
86828,87522,"Harold Devereaux ""Dev"" Jennings",1924-06-28,2000-04-14,Salt Lake City,(USA),Utah,180.0,78.0,(USA)
86829,87523,Charles Jenny,1897-01-01,,Basel,(SUI),Basel-Stadt,178.0,,(SUI)
86830,87524,Oskar Jenni,1939-06-17,2020-07-05,Davos,(SUI),Graubünden,179.0,74.0,(SUI)
86831,87525,David Allen Jensen,1965-08-19,,Newton,(USA),Massachusetts,185.0,79.0,(USA)
86832,87526,David Henry Jensen,1961-05-03,,Minneapolis,(USA),Minnesota,185.0,86.0,(USA)
86833,87527,Mark Richard Jensen,1960-10-12,2021-02-01,Toronto,(CAN),Ontario,,,(CAN)
86834,87528,Oddmund Ingvald Jensen,1928-09-26,2011-03-06,Sørfold,(NOR),Nordland,,,(NOR)
86835,87529,Paul Richard Jensen,1955-05-01,,Minneapolis,(USA),Minnesota,,,(USA)
86836,87530,"Steven Alan ""Steve"" Jensen",1955-04-14,2022-11-29,Minneapolis,(USA),Minnesota,,,(USA)
86837,87531,Francisco (France-) Jerman,1920-10-16,1980-03-19,Zaboršt,(SLO),Dol pri Ljubljani,,,(SLO)
86838,87532,Marcos Luis Jerman,1957-01-20,,San Carlos de Bariloche,(ARG),Río Negro,,,(ARG)
86839,87533,Martín Tomás Jerman,1959-04-21,,,,,,,
86840,87534,Matías José Jerman,1956-01-30,,,,,,,
86841,87535,Edy Sixten Jernberg,1929-02-06,2012-07-14,,,,177.0,72.0,(SWE)
86842,87536,Erling Jevne,1966-03-24,,Lillehammer,(NOR),Innlandet,186.0,80.0,(NOR)
86843,87537,"Charles Henry ""Charley"" Jewtraw",1900-05-05,1996-01-26,Harkness,(USA),New York,176.0,,(USA)
86844,87538,František Jež,1970-12-16,,Valašské Meziříčí,(CZE),Zlínský kraj,176.0,63.0,(CZE)
86845,87539,Marian Jeżak,1928-09-26,2013-05-14,Krynica-Zdrój,(POL),Małopolskie,168.0,68.0,(POL)
86846,87540,Jeong Chung-Gu,1949-03-05,,,,,170.0,60.0,
86847,87541,Jiang Hui,1967-03-15,,,,,,,
86848,87542,Zurab Dzhidzhishvili,1973-09-23,,Bakuriani,(GEO),Samtskhe-Javakheti,180.0,75.0,(GEO)
86849,87543,Luboš Jíra,1968-08-30,,Ústí nad Labem,(CZE),Ústecký kraj,,,(CZE)
86850,87544,Jaroslav Jiřík,1939-12-10,2011-07-11,Vojnův Meštec,(CZE),Vysočina,170.0,78.0,(CZE)
86851,87545,Jaroslav Jirkovský,1891-03-08,1966-08-31,,,,,,(CZE)
86852,87546,Drahomír Jirotka,1915-09-20,1958-02-21,Prostějov,(CZE),Olomoucký kraj,,,(CZE)
86853,87547,Zdeněk Frank Jirotka,1914-02-15,1981-05-24,Prostějov,(CZE),Olomoucký kraj,,,(CZE)
86854,87548,Ángel Janiquet Tamburini,1962-10-25,,Barcelona,(ESP),Barcelona,,,(ESP)
86855,87549,Wiesław Jerzy Jobczyk,1954-02-23,,Siedlce,(POL),Mazowieckie,173.0,77.0,(POL)
86856,87550,"Glenn Rea Jobe, Jr.",1951-03-04,,Stockton,(USA),California,190.0,75.0,(USA)
86857,87551,Jean Jobez,1943-04-17,,Bellefontaine,(FRA),Jura,182.0,70.0,(FRA)
86858,87552,Günter Ehrhard Hermann Jochems,1928-11-05,1991-03-30,Crimmitschau,(GER),Sachsen,,,(GER)
86859,87553,Knut Johannesen,1933-11-06,,Oslo,(NOR),Oslo,183.0,85.0,(NOR)
86860,87554,"Konrad Jonasson ""Konnie"" Johannesson",1896-08-10,1968-10-28,Glenboro,(CAN),Manitoba,179.0,75.0,(CAN)
86861,87555,Knut Erik Johannessen,1955-09-07,,Oslo,(NOR),Oslo,,,(NOR)
86862,87556,Sverre Johannessen,1921-05-04,1993-09-21,Bærum,(NOR),Viken,,,(NOR)
86863,87557,Þröstur Jóhannesson,1955-08-21,,,,,,,
86864,87558,Guðmundur Jóhannsson,1963-02-19,,Ísafjörður,(ISL),Vestfirðir,176.0,69.0,(ISL)
86865,87559,Haukur Jóhannsson,1953-01-17,,Akureyri,(ISL),Norðurland eystra,,,(ISL)
86866,87560,Arne Leif Johansen,1927-04-03,2013-10-25,Oslo,(NOR),Oslo,,,(NOR)
86867,87561,Bjørn Johansen,1944-02-03,,Oslo,(NOR),Oslo,176.0,80.0,(NOR)
86868,87562,Ivar Johansen,1910-12-16,1984-04-23,Oslo,(NOR),Oslo,,,(NOR)
86869,87563,Magne Johansen,1965-01-18,,Trondheim,(NOR),Trøndelag,,,(NOR)
86870,87564,Morten Roar Johansen,1952-12-25,,Oslo,(NOR),Oslo,175.0,72.0,(NOR)
86871,87565,Morten Nordeide Johansen,1951-09-26,,Oslo,(NOR),Oslo,190.0,92.0,(NOR)
86872,87566,Roy Einar Johansen,1960-04-27,,Oslo,(NOR),Oslo,180.0,84.0,(NOR)
86873,87567,Arnt Sigleif Johansen,1948-10-25,,Tana,(NOR),Troms og Finnmark,165.0,61.0,(NOR)
86874,87568,Steinar Kjetil Johansen,1972-02-27,,Holmestrand,(NOR),Vestfold og Telemark,180.0,75.0,(NOR)
86875,87569,Tom Johansen,1967-07-19,,Oslo,(NOR),Oslo,178.0,82.0,(NOR)
86876,87570,Vidar Sandberg Johansen,1951-12-17,,Asker,(NOR),Viken,,,(NOR)
86877,87571,Axel Allan Johansson (-Jungeröd),1910-05-23,1983-05-20,Karlstad,(SWE),Värmland,,,(SWE)
86878,87572,Arne Hjalmar Sigvard Johansson,1915-02-25,1956-10-12,Enköping,(SWE),Uppsala,,,(SWE)
86879,87573,Bo Arne Christer Johansson,1950-11-11,,Bjurholm,(SWE),Västerbotten,173.0,68.0,(SWE)
86880,87574,Dan Martin Johansson,1950-07-11,,,,,175.0,73.0,(SWE)
86881,87575,Erik Gunnar Johansson,1927-09-29,1992-12-16,Södertälje,(SWE),Stockholm,,,(SWE)
86882,87576,Bo Fredrik Johansson,1974-07-14,,,,,185.0,73.0,(SWE)
86883,87577,Julius Gustaf Mauritz Johansson,1900-09-14,1971-07-01,Stockholm,(SWE),Stockholm,,,(SWE)
86884,87578,Göran Sven Gunnar Johansson,1941-11-06,,Skara,(SWE),Västra Götaland,181.0,75.0,(SWE)
86885,87579,Gösta Rudolf Torsten Johansson,1929-03-02,1997-04-10,Stockholm,(SWE),Stockholm,,,(SWE)
86886,87580,Sven Helge Johansson,1905-12-27,1937-11-03,Väskinde,(SWE),Gotland,,,(SWE)
86887,87581,Henry Johan Johansson,1897-09-23,1979-05-28,Södertälje,(SWE),Stockholm,,,(SWE)
86888,87582,"James ""Jim"" Johannson",1964-03-10,2018-01-21,Rochester,(USA),Minnesota,185.0,84.0,(USA)
86889,87583,Jan Edvin Johansson,1943-09-12,,,,,182.0,80.0,(SWE)
86890,87584,Kari Kalervo Johansson,1947-02-15,,Turku,(FIN),Varsinais-Suomi,180.0,70.0,(FIN)
86891,87585,Leif Oskar Johansson,1950-02-09,,,,,176.0,78.0,(SWE)
86892,87586,Rolf Lennart Johansson,1941-06-07,2010-10-23,Sundsvall,(SWE),Västernorrland,188.0,87.0,(SWE)
86893,87587,Per Martin Joakim Johansson,1973-02-26,,Malmö,(SWE),Skåne,188.0,86.0,(SWE)
86894,87588,Mats Erik Johansson,1971-01-26,,Norberg,(SWE),Västmanland,184.0,83.0,(SWE)
86895,87589,Arne Mikael Johansson,1966-06-12,,Stockholm,(SWE),Stockholm,178.0,83.0,(SWE)
86896,87590,Nils-Rune Tommy Johansson,1938-07-24,,,,,180.0,70.0,(SWE)
86897,87591,Nils Åke Torsten Johansson (-Ingwe),1904-10-03,1936-12-08,Stockholm,(SWE),Stockholm,,,(SWE)
86898,87592,Per Göran Johansson,1958-08-12,,Rättvik,(SWE),Dalarna,178.0,75.0,(SWE)
86899,87593,Lars Magnus Peter Johansson,1967-04-02,,,,,181.0,71.0,(SWE)
86900,87594,Carl Richard Johansson,1882-06-18,1952-07-24,Gävle,(SWE),Gävleborg,,,(SWE)
86901,87595,Per Arne Roger Johansson,1967-04-17,,Ljungby,(SWE),Kronoberg,189.0,88.0,(SWE)
86902,87596,Rune Arnold Georg Johansson,1920-08-23,1998-12-30,Stockholm,(SWE),Stockholm,,,(SWE)
86903,87597,Sixten Emanuel Petri Johansson,1910-01-25,1991-10-13,Boden,(SWE),Norrbotten,,,(SWE)
86904,87598,Stig-Göran Johansson,1943-07-18,2002-04-20,Surahammar,(SWE),Västmanland,172.0,72.0,(SWE)
86905,87599,Sven Sune Johanson,1924-11-25,1976-09-11,Kalix,(SWE),Norrbotten,,,(SWE)
86906,87600,Ulf Lennart Johansson,1967-05-26,,Tibro,(SWE),Västra Götaland,182.0,81.0,(SWE)
86907,87601,Lauri Tommy Björn Stig Johansson (-Björnquist),1958-10-03,,,,,182.0,81.0,(SWE)
86908,87602,Georg Lars Vilhelm Johansson (-Brandius),1898-05-10,1964-04-20,Menton,(FRA),Alpes-Maritimes,,,(FRA)
86909,87603,Sven Olof Gunnar Johansson (-Tumba),1931-08-27,2011-10-01,Stockholm,(SWE),Stockholm,188.0,81.0,(SWE)
86910,87604,Rüdi Johner,1942-08-01,,Bern,(SUI),Bern,174.0,62.0,(SUI)
86911,87605,Erik Stein Johnsen,1965-07-04,,Oslo,(NOR),Oslo,,,(NOR)
86912,87606,Charles William Johnson,1917-02-12,1993-04-11,Watertown,(USA),South Dakota,,,(USA)
86913,87607,Craig Thomas Johnson,1972-03-18,,Saint Paul,(USA),Minnesota,188.0,86.0,(USA)
86914,87608,"Donald Carl ""Don"" Johnson",1922-06-11,1951-03-17,,,,,,
86915,87609,"Gregory ""Greg"" Johnson",1971-03-16,2019-07-08,Thunder Bay,(CAN),Ontario,178.0,79.0,(CAN)
86916,87610,James Henry Johnson,1875-01-01,1921-11-15,Southport,(GBR),England,,,(GBR)
86917,87611,Mark Einar Johnson,1957-09-22,,Minneapolis,(USA),Minnesota,175.0,73.0,(USA)
86918,87612,Paul Herbert Johnson,1935-05-18,2016-07-17,,,,183.0,82.0,(USA)
86919,87613,"William Dean ""Bill"" Johnson",1960-03-30,2016-01-21,Los Angeles,(USA),California,175.0,77.0,(USA)
86920,87614,Marshall Lawrence Johnston,1941-06-06,,Birch Hills,(CAN),Saskatchewan,177.0,81.0,(CAN)
86921,87615,Lyndon Johnston,1961-12-04,,Hamiota,(CAN),Manitoba,180.0,81.0,(CAN)
86922,87616,Hans D. Johnstone,1961-05-29,,Oakland,(USA),California,178.0,77.0,(USA)
86923,87617,Jouko Ilmari Jokinen,1936-11-30,,Rovaniemi,(FIN),Lappi,172.0,70.0,(FIN)
86924,87618,Václav John,1905-03-11,1966-12-28,,,,,,(CZE)
86925,87619,Peter Jonas,1941-06-18,,,,,176.0,70.0,(AUT)
86926,87620,Lars Anders Jonell,1973-02-20,,Skövde,(SWE),Västra Götaland,181.0,84.0,(SWE)
86927,87621,Maximiliano Jones Ivina,1944-06-17,,Malabo,(GEQ),Bioko Norte,170.0,73.0,(GEQ)
86928,87622,Alan Jones,1946-10-25,,,,,173.0,72.0,
86929,87623,Christopher Robin Jones,1943-06-17,1986-03-30,Birmingham,(GBR),England,,,(GBR)
86930,87624,"Francis Anthony ""Frank"" Jones, Jr.",1948-06-15,,Belmont,(USA),Massachusetts,167.0,65.0,(USA)
86931,87625,Glyn Jones,1953-08-22,,,,,,,
86932,87626,"Gregory Francis ""Greg"" Jones",1953-12-03,,Truckee,(USA),California,,,(USA)
86933,87627,Idris Gwyn Jones,1939-10-13,,,,,,,
86934,87628,Morgan Jones,1968-01-29,,Sydney,(AUS),New South Wales,178.0,75.0,(AUS)
86935,87629,"Randal ""Randy"" Jones",1969-06-24,,Winston-Salem,(USA),North Carolina,180.0,89.0,(USA)
86936,87630,Russell Anderson Jones,1926-09-01,2012-10-01,Carlton,(AUS),Victoria,,,(AUS)
86937,87631,"William Anthony Ashford ""Bill"" Jones",1923-03-18,,Cannock,(GBR),England,,,(GBR)
86938,87632,Gary Michael Jonland,1952-06-21,,Chicago,(USA),Illinois,183.0,84.0,(USA)
86939,87633,Karl Gustaf Jonsson,1903-07-07,1990-07-30,Lycksele,(SWE),Västerbotten,165.0,,(SWE)
86940,87634,Ingólfur Jónsson,1952-10-17,,,,,,,
86941,87635,Lars-Theodor Jonsson,1903-11-10,1998-10-11,,,,,,(SWE)
86942,87636,Karl Niklas Jonsson,1969-05-31,,Piteå,(SWE),Norrbotten,178.0,68.0,(SWE)
86943,87637,Sigurður Hjalmar Jónsson,1959-03-27,1996-05-07,Ísafjörður,(ISL),Vestfirðir,,,(ISL)
86944,87638,Þórir Jónsson,1926-08-22,2017-07-01,Reykjavík,(ISL),Höfuðborgarsvæði,,,(ISL)
86945,87639,Alf Tomas Jonsson,1960-04-12,,Falun,(SWE),Dalarna,181.0,82.0,(SWE)
86946,87640,Joo Young-Dai,1966-09-20,,,,,,,
86947,87641,"Jeffrey Robert ""Jeff"" Jordan",1956-05-29,,Rockville Centre,(USA),New York,,,(USA)
86948,87642,Lino Jordan,1944-05-15,2023-06-06,Saint-Rhémy-en-Bosses,(ITA),Aosta,185.0,78.0,(ITA)
86949,87643,Borislav Yordanov,1908-12-07,,Sofia,(BUL),Sofia Grad,,,(BUL)
86950,87644,Olav Jordet,1939-12-27,,Tolga,(NOR),Innlandet,176.0,75.0,(NOR)
86951,87645,"André ""Andy"" Jorns",1951-01-11,,,,,167.0,65.0,
86952,87646,Andrea Jory,1957-05-23,,Aosta,(ITA),Aosta,,,(ITA)
86953,87647,Carl Vilhelm Josefsson,1895-09-01,1974-11-03,Stockholm,(SWE),Stockholm,,,(SWE)
86954,87648,Gustaf Enar Josefsson,1916-09-06,1989-12-18,Åsele,(SWE),Västerbotten,,,(SWE)
86955,87649,Fabian Gerard Joseph,1965-12-05,,Sydney,(CAN),Nova Scotia,173.0,80.0,(CAN)
86956,87650,"Ronald Bert ""Ron"" Joseph",1944-10-09,,Chicago,(USA),Illinois,159.0,73.0,(USA)
86957,87651,Erwin Josi,1955-03-01,,Adelboden,(SUI),Bern,175.0,75.0,(SUI)
86958,87652,"Jeffrey William ""Jeff"" Jost",1948-01-02,,New York,(USA),New York,185.0,91.0,(USA)
86959,87653,Joung Young-Suk,1967-10-06,,,,,,,
86960,87654,Dragiša Jovanović,1965-10-23,,,,,,,
86961,87655,"Robert Thomas ""Bob"" Joyce",1966-07-11,,Saint John,(CAN),New Brunswick,185.0,89.0,(CAN)
